[INFO ][memory ][Mon Oct 15 08:45:32 2018][1539585932484][22283] [YC#25583] 1528880.354-1528880.497: YC 16470722KB->8616030KB (25165824KB), 0.143 s, sum of pauses 140.987 ms, longest pause 140.987 ms.
[INFO ][memory ][Mon Oct 15 08:45:19 2018][1539585919746][39702] [YC#25428] 1528868.651-1528868.800: YC 15620112KB->7917849KB (25165824KB), 0.149 s, sum of pauses 146.643 ms, longest pause 146.643 ms.
[INFO ][memory ][Mon Oct 15 08:45:19 2018][1539585919937][31471] [YC#26869] 1528868.798-1528868.991: YC 15682854KB->7988193KB (25165824KB), 0.193 s, sum of pauses 190.325 ms, longest pause 190.325 ms.
[INFO ][memory ][Mon Oct 15 08:45:18 2018][1539585918474][22283] [YC#25582] 1528866.358-1528866.525: YC 15567028KB->7742593KB (25165824KB), 0.167 s, sum of pauses 164.772 ms, longest pause 164.772 ms.
[INFO ][memory ][Mon Oct 15 08:44:31 2018][1539585871339][31471] [OC#11096] 1528819.903-1528820.525: OC 14762206KB->4406660KB (25165824KB), 0.623 s, sum of pauses 576.053 ms, longest pause 576.053 ms.
[INFO ][memory ][Mon Oct 15 08:44:23 2018][1539585863132][39702] [OC#12473] 1528811.846-1528812.342: OC 15405792KB->4343825KB (25165824KB), 0.495 s, sum of pauses 453.231 ms, longest pause 453.231 ms.
[INFO ][memory ][Mon Oct 15 08:44:15 2018][1539585855617][22283] [OC#11050] 1528802.958-1528803.841: OC 15030271KB->4093082KB (25165824KB), 0.883 s, sum of pauses 838.681 ms, longest pause 838.681 ms.
[INFO ][memory ][Mon Oct 15 08:43:39 2018][1539585819151][39702] [YC#25427] 1528768.335-1528768.482: YC 15668064KB->7958611KB (25165824KB), 0.147 s, sum of pauses 144.642 ms, longest pause 144.642 ms.
[INFO ][memory ][Mon Oct 15 08:43:22 2018][1539585802452][31471] [OC#11095] 1528751.109-1528751.828: OC 15256106KB->4420887KB (25165824KB), 0.719 s, sum of pauses 668.153 ms, longest pause 668.153 ms.
[INFO ][memory ][Mon Oct 15 08:43:15 2018][1539585795375][22283] [OC#11049] 1528743.241-1528743.765: OC 14885455KB->4068187KB (25165824KB), 0.523 s, sum of pauses 478.063 ms, longest pause 478.063 ms.
[INFO ][memory ][Mon Oct 15 08:42:58 2018][1539585778858][39702] [OC#12472] 1528727.757-1528728.299: OC 14658249KB->4406175KB (25165824KB), 0.542 s, sum of pauses 498.920 ms, longest pause 498.920 ms.
[INFO ][memory ][Mon Oct 15 08:42:07 2018][1539585727143][31471] [OC#11094] 1528676.145-1528676.727: OC 15500849KB->4422581KB (25165824KB), 0.582 s, sum of pauses 534.442 ms, longest pause 534.442 ms.
[INFO ][memory ][Mon Oct 15 08:41:54 2018][1539585714123][22283] [OC#11048] 1528662.085-1528662.737: OC 14525167KB->4086375KB (25165824KB), 0.651 s, sum of pauses 604.515 ms, longest pause 604.515 ms.
[INFO ][memory ][Mon Oct 15 08:41:36 2018][1539585696298][39702] [OC#12471] 1528644.708-1528645.139: OC 13539273KB->4409446KB (25165824KB), 0.431 s, sum of pauses 399.125 ms, longest pause 399.125 ms.
[INFO ][memory ][Mon Oct 15 08:40:38 2018][1539585638464][31471] [OC#11093] 1528586.849-1528587.464: OC 12792617KB->4361696KB (25165824KB), 0.615 s, sum of pauses 567.427 ms, longest pause 567.427 ms.
[INFO ][memory ][Mon Oct 15 08:40:02 2018][1539585602713][22283] [OC#11047] 1528550.352-1528550.805: OC 14136615KB->4071919KB (25165824KB), 0.454 s, sum of pauses 421.598 ms, longest pause 421.598 ms.
[INFO ][memory ][Mon Oct 15 08:39:25 2018][1539585565412][31471] [YC#26868] 1528514.423-1528514.613: YC 15485103KB->7775893KB (25165824KB), 0.190 s, sum of pauses 187.587 ms, longest pause 187.587 ms.
[INFO ][memory ][Mon Oct 15 08:39:21 2018][1539585561503][39702] [OC#12470] 1528510.186-1528510.714: OC 13866544KB->4320840KB (25165824KB), 0.529 s, sum of pauses 487.510 ms, longest pause 487.510 ms.
[INFO ][memory ][Mon Oct 15 08:38:25 2018][1539585505720][39702] [YC#25426] 1528454.916-1528455.085: YC 15642666KB->7971056KB (25165824KB), 0.169 s, sum of pauses 166.233 ms, longest pause 166.233 ms.
